28171,2086,26085
201,24,177
13544,430,13114
11229,682,10547
4228,1050,3178
200,6,194
9561,199,9362
6002,852,5150
912,72,840
3328,219,3109
4536,764,3772
10366,378,9988
10930,610,10320
16832,3181,13651
16353,598,15755
304,0,304
255,9,246
199,118,81
51,22,29
11988,653,11335
3238,388,2850
21106,2761,18345
68,11,57
7192,1060,6132
1559,279,1280
23569,5757,17812
1067,607,460
30942,607,30335
49,5,44
241,23,218
16,3,13
11,1,10
5959,1176,4783
2,0,2
61,9,52
