32809,2228,30581
288,15,273
17449,394,17055
13609,812,12797
7012,1170,5842
440,11,429
12283,217,12066
9089,1190,7899
1478,111,1367
3509,252,3257
6506,982,5524
12027,369,11658
11216,690,10526
22061,4220,17841
24895,768,24127
285,3,282
343,9,334
177,102,75
67,42,25
14173,428,13745
4994,800,4194
27933,3192,24741
93,106,-13
7475,1512,5963
1628,140,1488
32546,5672,26874
1719,435,1284
29826,609,29217
106,8,98
488,54,434
21,0,21
24,0,24
12888,923,11965
3,0,3
86,12,74
